Dispositivo,Documento,Tiempo_Respuesta(ms),Respuesta
1,999999976,82,Usted debe votar en "Vial de Adelina Alvaro" ubicado en "Urbanizacion Ana Sofia Sole 786 Puerta 4 , Huelva, 17260" en "VALPARAÍSO", "CAQUETÁ" en la mesa "94615"
1,999999975,14,Usted debe votar en "Cuesta Juan Bautista Correa" ubicado en "Acceso Abraham Echevarria 55, La Coruna, 43541" en "CAUCASIA", "ANTIOQUIA" en la mesa "74065"
1,999999974,25,Usted debe votar en "C. Agapito Escolano" ubicado en "Ronda Ingrid Bosch 23, Teruel, 10613" en "CHIPATÁ", "SANTANDER" en la mesa "17857"
1,999999966,23,Usted debe votar en "Canada de Leonor Puga" ubicado en "Acceso Zoraida Guzman 27 Piso 3 , Alava, 31248" en "URUMITA", "LA GUAJIRA" en la mesa "61094"
1,999999961,10,Usted debe votar en "Camino de Donato Ferrer" ubicado en "Via de Encarna Soriano 56, Soria, 04344" en "LA UNIÓN", "ANTIOQUIA" en la mesa "92251"
1,999999958,12,Usted debe votar en "Avenida de Calista Huerta" ubicado en "Camino Leandro Menendez 85 Piso 4 , Alava, 36652" en "LÍBANO", "TOLIMA" en la mesa "90621"
1,999999955,11,Usted debe votar en "Callejon Tania Bueno" ubicado en "C. de Amalia Aguilo 25 Piso 4 , Sevilla, 51089" en "MISTRATÓ", "RISARALDA" en la mesa "26707"
1,999999948,19,Usted debe votar en "Rambla de Amada Benito" ubicado en "Ronda Martin Berenguer 97 Puerta 6 , Badajoz, 33065" en "CALDAS", "BOYACÁ" en la mesa "93390"
1,999999909,18,Usted debe votar en "Callejon Demetrio Fernandez" ubicado en "Vial Victorino Cobos 92 Puerta 0 , Burgos, 24396" en "MONTERÍA", "CÓRDOBA" en la mesa "13949"
1,999999908,20,Usted debe votar en "Canada Kike Esparza" ubicado en "Alameda Andres Felipe Carro 74, Castellon, 22040" en "ENVIGADO", "ANTIOQUIA" en la mesa "20353"
1,999999884,23,Usted debe votar en "Alameda de Rosalia Aller" ubicado en "Via de Amada Segarra 20, Ourense, 30122" en "PIENDAMÓ - TUNÍA", "CAUCA" en la mesa "3485"
1,999999869,10,Usted debe votar en "Avenida de Ruperto Prats" ubicado en "Ronda de Chuy Sole 6 Puerta 4 , Malaga, 10826" en "SAN VICENTE DE CHUCURÍ", "SANTANDER" en la mesa "8265"
1,999999859,7,Usted debe votar en "Ronda Javier Rozas" ubicado en "Acceso Rufino Oller 86 Apt. 13 , Ciudad, 13203" en "MACARAVITA", "SANTANDER" en la mesa "54043"
1,999999827,14,Usted debe votar en "Plaza Natalio Bonet" ubicado en "Rambla de Alonso Padilla 37, Las Palmas, 19284" en "SOTARÁ PAISPAMBA", "CAUCA" en la mesa "94895"
1,999999814,17,Usted debe votar en "Cuesta Chuy Pla" ubicado en "Pasadizo Rolando Pol 155, Navarra, 41148" en "CABUYARO", "META" en la mesa "70337"
1,999999812,16,Usted debe votar en "Camino Perlita Coloma" ubicado en "Avenida Clotilde Palma 71, Lugo, 20938" en "SAN CARLOS", "ANTIOQUIA" en la mesa "92448"
1,999999811,10,Usted debe votar en "Pasadizo Remigio Galvan" ubicado en "C. Maribel Medina 309 Piso 5 , Alicante, 08172" en "SOCORRO", "SANTANDER" en la mesa "54272"
1,999999799,14,Usted debe votar en "Ronda Lucio Contreras" ubicado en "Vial de Geraldo Vicente 82 Apt. 90 , Valladolid, 07170" en "PEDRAZA", "MAGDALENA" en la mesa "16126"
1,999999796,18,Usted debe votar en "Alameda de Epifanio Godoy" ubicado en "Rambla Humberto Jimenez 38 Puerta 2 , Ceuta, 19834" en "COLOSÓ", "SUCRE" en la mesa "63343"
1,999999793,22,Usted debe votar en "C. de Bartolome Guerra" ubicado en "C. Ciriaco Segarra 97 Piso 1 , Sevilla, 40296" en "LA TOLA", "NARIÑO" en la mesa "43895"
1,99999978,23,Usted debe votar en "Paseo de Fabricio Urena" ubicado en "Cuesta Teofilo Samper 12, Palencia, 01716" en "SAN JUAN DE URABÁ", "ANTIOQUIA" en la mesa "38667"
1,999999770,9,Usted debe votar en "Plaza de Florencia Lledo" ubicado en "Glorieta Victorino Lillo 972 Puerta 0 , Vizcaya, 05001" en "EL MOLINO", "LA GUAJIRA" en la mesa "96898"
1,999999766,12,Usted debe votar en "Glorieta Severo Valero" ubicado en "Vial Consuelo Agustin 8, La Coruna, 30222" en "TIMANÁ", "HUILA" en la mesa "78899"
1,999999764,12,Usted debe votar en "Paseo de Juan Carlos Ortuno" ubicado en "Acceso Salome Robles 11, Albacete, 40411" en "ARROYOHONDO", "BOLÍVAR" en la mesa "11476"
1,999999750,2,Usted debe votar en "Callejon Joaquin Aguilo" ubicado en "Calle Maricela Torrijos 12, Tarragona, 33936" en "EL BAGRE", "ANTIOQUIA" en la mesa "397"
1,999999747,16,Usted debe votar en "Pasaje de Hortensia Macias" ubicado en "Callejon de Eligio Arana 67, Huelva, 09412" en "AGRADO", "HUILA" en la mesa "42772"
1,999999732,12,Usted debe votar en "Glorieta de Panfilo Falco" ubicado en "Vial Eric Pastor 55, Alicante, 11934" en "SOCORRO", "SANTANDER" en la mesa "99108"
1,999999730,12,Usted debe votar en "Rambla Herminio Abellan" ubicado en "Glorieta de Rocio Corominas 16 Apt. 45 , Avila, 09986" en "RIOBLANCO", "TOLIMA" en la mesa "90705"
1,999999729,13,Usted debe votar en "Ronda Emma Casares" ubicado en "Avenida Duilio Arregui 208 Apt. 72 , Valencia, 13070" en "EL CARMEN DE VIBORAL", "ANTIOQUIA" en la mesa "100955"
1,999999727,14,Usted debe votar en "Pasaje Daniel Batlle" ubicado en "Pasaje Pia Sales 61 Apt. 10 , Avila, 10584" en "ZAPAYÁN", "MAGDALENA" en la mesa "16254"
1,999999726,14,Usted debe votar en "C. de Agata Juarez" ubicado en "Glorieta de Fabian Coca 91, Girona, 22111" en "LA FLORIDA", "NARIÑO" en la mesa "70783"
1,99999968,13,Usted debe votar en "Acceso Asuncion Lillo" ubicado en "Ronda Etelvina Jimenez 14 Puerta 7 , Jaen, 38086" en "ENVIGADO", "ANTIOQUIA" en la mesa "422"
1,999999676,13,Usted debe votar en "Via de Luis Miguel Bosch" ubicado en "Calle Florencio Gilabert 428, Soria, 36540" en "CALAMAR", "BOLÍVAR" en la mesa "66075"
1,999999668,14,Usted debe votar en "Vial Jordi Jover" ubicado en "Cuesta de Dimas Cobo 13 Apt. 62 , Tarragona, 03106" en "BALBOA", "RISARALDA" en la mesa "7498"
1,999999665,14,Usted debe votar en "Via Herminio Caro" ubicado en "Alameda Belen Reyes 37 Puerta 7 , Segovia, 31370" en "CAPITANEJO", "SANTANDER" en la mesa "71675"
1,999999664,15,Usted debe votar en "Pasaje Marcia Santamaria" ubicado en "Vial Lupita Moliner 87, Asturias, 48383" en "SANTA MARÍA", "BOYACÁ" en la mesa "76063"
1,999999644,16,Usted debe votar en "Paseo Dario Rosello" ubicado en "Ronda Sancho Sala 35 Apt. 86 , Tarragona, 38252" en "ALBÁN", "NARIÑO" en la mesa "79526"
1,999999637,11,Usted debe votar en "Cuesta Fidel Anguita" ubicado en "Avenida Eligia Ramis 2 Apt. 48 , Guipuzcoa, 42152" en "SANTA ROSA DEL SUR", "BOLÍVAR" en la mesa "1682"
1,999999628,11,Usted debe votar en "Pasadizo Haydee Carrillo" ubicado en "Alameda Ani Oller 796, Teruel, 38743" en "FUSAGASUGÁ", "CUNDINAMARCA" en la mesa "77702"
1,999999622,18,Usted debe votar en "Rambla Bernarda Benavente" ubicado en "C. de Gala Mulet 33 Piso 8 , Albacete, 10095" en "GRANADA", "META" en la mesa "52470"
1,999999616,22,Usted debe votar en "Ronda de Isabel Canales" ubicado en "Ronda de Clarisa Royo 88, Jaen, 41976" en "PUERTO ESCONDIDO", "CÓRDOBA" en la mesa "41482"
1,999999604,17,Usted debe votar en "Plaza Godofredo Duque" ubicado en "Rambla Eusebia Perera 20 Puerta 7 , Valladolid, 27201" en "FUNZA", "CUNDINAMARCA" en la mesa "95622"
1,999999562,14,Usted debe votar en "Rambla Alexandra Barrios" ubicado en "Rambla Natanael Valenzuela 24, Vizcaya, 02892" en "EL TAMBO", "CAUCA" en la mesa "85734"
1,999999548,16,Usted debe votar en "Rambla Victor Manuel Ribes" ubicado en "Vial Rosalinda Moliner 45 Apt. 34 , Baleares, 38320" en "TENZA", "BOYACÁ" en la mesa "76206"
1,999999524,18,Usted debe votar en "Plaza Adora Mateo" ubicado en "Camino Primitivo Jodar 52, Pontevedra, 46927" en "CABRERA", "CUNDINAMARCA" en la mesa "77526"
1,999999518,14,Usted debe votar en "Ronda de Iban Guzman" ubicado en "Pasaje Nazaret Vargas 907 Puerta 4 , Melilla, 22256" en "BARBOSA", "SANTANDER" en la mesa "89558"
1,999999509,17,Usted debe votar en "Via de Miriam Maestre" ubicado en "C. de Nereida Roura 20, Caceres, 13229" en "SANTA HELENA DEL OPÓN", "SANTANDER" en la mesa "90123"
1,999999499,18,Usted debe votar en "Alameda Ainara Cervantes" ubicado en "Cuesta Leocadia Molins 538, Pontevedra, 12246" en "ACANDÍ", "CHOCÓ" en la mesa "5181"
1,99999948,18,Usted debe votar en "Paseo de Dolores Coll" ubicado en "Alameda de Rafael Soler 22, Huesca, 31477" en "SAN LUIS DE SINCÉ", "SUCRE" en la mesa "90398"
1,999999463,19,Usted debe votar en "Vial Pepita Acevedo" ubicado en "Alameda de Melchor Aliaga 87, Guipuzcoa, 15379" en "TARQUI", "HUILA" en la mesa "60930"
1,99999945,8,Usted debe votar en "Via de Kike Espada" ubicado en "Camino Ema Ortega 16, Guipuzcoa, 36055" en "CHÁMEZA", "CASANARE" en la mesa "100179"
1,999999437,17,Usted debe votar en "Canada de Arturo Ropero" ubicado en "Urbanizacion Victor Ortega 18, Girona, 02911" en "TÓPAGA", "BOYACÁ" en la mesa "85225"
1,999999433,16,Usted debe votar en "Calle de Matilde Mur" ubicado en "Paseo de Francisco Javier Mata 71, Navarra, 14917" en "PUEBLOVIEJO", "MAGDALENA" en la mesa "25380"
1,999999429,15,Usted debe votar en "Paseo de Yago Carreras" ubicado en "Camino de Diego Bas 76 Puerta 8 , Cuenca, 51647" en "PUEBLO NUEVO", "CÓRDOBA" en la mesa "59415"
1,999999420,13,Usted debe votar en "C. Cristina Tomas" ubicado en "Avenida de Merche Mir 98, Avila, 05757" en "JUNÍN", "CUNDINAMARCA" en la mesa "95767"
1,999999403,10,Usted debe votar en "Pasadizo de Aurelio Barragan" ubicado en "Avenida de Victor Manuel Ponce 4 Piso 8 , Alicante, 16546" en "TENERIFE", "MAGDALENA" en la mesa "25453"
1,999999385,11,Usted debe votar en "Ronda de Perlita Tome" ubicado en "Pasadizo Baudelio Villena 8, La Rioja, 37279" en "LA LLANADA", "NARIÑO" en la mesa "52855"
1,999999370,8,Usted debe votar en "Cuesta de Albino Barco" ubicado en "Via de Francisca Pintor 298, Badajoz, 39180" en "BURITICÁ", "ANTIOQUIA" en la mesa "38108"
1,999999369,11,Usted debe votar en "Vial de Trinidad Lopez" ubicado en "Paseo de Yessica Blanes 85 Puerta 1 , Sevilla, 23898" en "SABANETA", "ANTIOQUIA" en la mesa "74485"
1,999999366,8,Usted debe votar en "Plaza de Santos Font" ubicado en "Acceso de Luis Angel Sanchez 23, Leon, 19877" en "VILLA DE LEYVA", "BOYACÁ" en la mesa "48849"
1,999999348,17,Usted debe votar en "C. de Plinio Anguita" ubicado en "Pasaje de Elena Rosa 25 Puerta 5 , Melilla, 07408" en "MARSELLA", "RISARALDA" en la mesa "80509"
1,999999328,8,Usted debe votar en "Avenida de Marcio Valera" ubicado en "Canada Alfonso Vives 10 Piso 3 , Sevilla, 09720" en "CUBARÁ", "BOYACÁ" en la mesa "48664"
1,999999327,8,Usted debe votar en "C. Alexandra Sevilla" ubicado en "Calle de Alejo Gamez 76 Piso 5 , Las Palmas, 21611" en "PIJIÑO DEL CARMEN", "MAGDALENA" en la mesa "79165"
1,999999319,10,Usted debe votar en "Plaza de Imelda Nicolau" ubicado en "Pasadizo de Cecilio Bermudez 76 Apt. 16 , Zaragoza, 14884" en "TAMALAMEQUE", "CESAR" en la mesa "68246"
1,999999317,7,Usted debe votar en "Plaza Aurora Jaume" ubicado en "Avenida Hilario Llanos 837 Piso 5 , Jaen, 49100" en "ANZÁ", "ANTIOQUIA" en la mesa "20076"
1,999999308,16,Usted debe votar en "Camino Timoteo Paz" ubicado en "Camino Teo Amor 73 Piso 9 , Madrid, 14221" en "SESQUILÉ", "CUNDINAMARCA" en la mesa "14951"
1,999999303,12,Usted debe votar en "Urbanizacion Juan Manuel Pelaez" ubicado en "Camino Telmo Cuevas 47 Apt. 56 , Guadalajara, 06996" en "SAN JUAN DE RIOSECO", "CUNDINAMARCA" en la mesa "96039"
1,999999302,9,Usted debe votar en "Via de Brigida Lledo" ubicado en "Pasaje Nazario Salvador 5 Puerta 8 , La Rioja, 44703" en "EL MOLINO", "LA GUAJIRA" en la mesa "43095"
1,999999300,11,Usted debe votar en "Paseo de Maria Dolores Alfonso" ubicado en "Acceso Alba Rincon 32, Jaen, 21780" en "CHIVOR", "BOYACÁ" en la mesa "66627"
1,999999298,12,Usted debe votar en "Glorieta de Piedad Peral" ubicado en "Vial de Ainara Salva 28 Piso 4 , Ceuta, 31031" en "EL RETÉN", "MAGDALENA" en la mesa "25318"
1,999999286,36,Usted debe votar en "Acceso Chema Melendez" ubicado en "Avenida Anna Ugarte 31, Toledo, 16684" en "CÁQUEZA", "CUNDINAMARCA" en la mesa "14324"
1,999999285,18,Usted debe votar en "Paseo Adolfo Cifuentes" ubicado en "Plaza Odalis Agullo 24, Madrid, 03508" en "CALARCÁ", "QUINDÍO" en la mesa "98301"
1,999999282,19,Usted debe votar en "Cuesta de Juana Velez" ubicado en "Cuesta de Jordan Cerdan 785 Puerta 2 , Leon, 25821" en "SAN ANTERO", "CÓRDOBA" en la mesa "86368"
1,999999279,10,Usted debe votar en "Ronda de Rebeca Bello" ubicado en "Avenida Esther Fernandez 187 Apt. 42 , Jaen, 49387" en "GUAPI", "CAUCA" en la mesa "40916"
1,999999269,20,Usted debe votar en "Paseo Eduardo Cerezo" ubicado en "Cuesta de Chuy Casares 41 Puerta 5 , Palencia, 12753" en "LÉRIDA", "TOLIMA" en la mesa "18871"
1,999999267,18,Usted debe votar en "Acceso de Gaspar Ordonez" ubicado en "Urbanizacion de Azucena Alcala 7 Apt. 09 , Barcelona, 44394" en "TOTORÓ", "CAUCA" en la mesa "68034"
1,999999228,12,Usted debe votar en "Canada Angelina Delgado" ubicado en "C. de Virgilio Tomas 57 Puerta 9 , Cantabria, 13004" en "BARRANCOMINAS", "GUAINÍA" en la mesa "64659"
1,999999227,10,Usted debe votar en "Pasaje Xiomara Pazos" ubicado en "Acceso de Florinda Bonilla 4, Madrid, 31584" en "BARANOA", "ATLÁNTICO" en la mesa "56871"
1,999999223,14,Usted debe votar en "Acceso Maria Jesus Canales" ubicado en "Alameda Liliana Franch 44 Apt. 30 , La Rioja, 49211" en "PALMIRA", "VALLE DEL CAUCA" en la mesa "46174"
1,999999219,14,Usted debe votar en "Rambla de Gaston Barriga" ubicado en "Pasadizo Walter Alcantara 602 Puerta 1 , Castellon, 46729" en "SATIVASUR", "BOYACÁ" en la mesa "40220"
1,999999216,16,Usted debe votar en "Camino de Josefa Rivero" ubicado en "Canada Nerea Sola 38 Apt. 13 , Barcelona, 30670" en "LOS ANDES", "NARIÑO" en la mesa "6755"
1,999999214,17,Usted debe votar en "Acceso de Natalio Martinez" ubicado en "Rambla Alexandra Mascaro 6, La Coruna, 45890" en "ARBELÁEZ", "CUNDINAMARCA" en la mesa "23688"
1,999999200,13,Usted debe votar en "Ronda de Timoteo Tapia" ubicado en "Pasadizo Duilio Huertas 48, Las Palmas, 34604" en "FUNZA", "CUNDINAMARCA" en la mesa "77684"
1,999999191,13,Usted debe votar en "Pasadizo Rosendo Bermudez" ubicado en "Calle Bernabe Farre 33 Apt. 87 , Melilla, 20244" en "BUENOS AIRES", "CAUCA" en la mesa "85694"
1,999999181,12,Usted debe votar en "Avenida de Jorge Suarez" ubicado en "Acceso Anibal Isern 1 Apt. 61 , Las Palmas, 10831" en "BAGADÓ", "CHOCÓ" en la mesa "69455"
1,999999165,15,Usted debe votar en "C. Teodora Carnero" ubicado en "Acceso de Ramiro Riera 37, Lugo, 23645" en "PUPIALES", "NARIÑO" en la mesa "70925"
1,999999148,17,Usted debe votar en "Plaza de Cristian Castaneda" ubicado en "Paseo Walter Palomares 84, Sevilla, 23078" en "BUENAVISTA", "QUINDÍO" en la mesa "80359"
1,999999128,19,Usted debe votar en "Acceso de Juan Manuel Revilla" ubicado en "Ronda Vicente Vilar 34 Apt. 72 , Guipuzcoa, 10038" en "ANZOÁTEGUI", "TOLIMA" en la mesa "72523"
1,999999110,14,Usted debe votar en "C. de Gregorio Hervas" ubicado en "Camino de Heriberto Valentin 39, Cordoba, 50296" en "GIGANTE", "HUILA" en la mesa "87682"
1,999999094,9,Usted debe votar en "Urbanizacion de Gertrudis Mariscal" ubicado en "C. Clara Peralta 19, Caceres, 06124" en "LA PEÑA", "CUNDINAMARCA" en la mesa "77862"
1,999999090,11,Usted debe votar en "Camino Amanda Pedrero" ubicado en "Camino Sosimo Gimenez 42, Las Palmas, 05943" en "CERRITO", "SANTANDER" en la mesa "26861"
1,999999081,11,Usted debe votar en "Calle de Bonifacio Rosales" ubicado en "Avenida Gustavo Carvajal 39 Piso 8 , Barcelona, 31664" en "PANQUEBA", "BOYACÁ" en la mesa "48992"
1,999999079,19,Usted debe votar en "Camino de Olivia Salamanca" ubicado en "Plaza de Ciro Mulet 565, Asturias, 11176" en "NUEVO COLÓN", "BOYACÁ" en la mesa "57897"
